date,CAD,USD,EUR,GBP
2019-04-02,51.65,68.93,77.17,90.06
2019-04-03,51.41,68.5,76.99,90.14
2019-04-04,51.71,69.06,77.48,90.4
2019-04-05,51.65,69.14,77.58,90.08
2019-04-08,52.22,69.58,78.37,90.85
2019-04-09,52.06,69.32,78.14,90.45
2019-04-10,51.89,69.15,77.89,90.52
2019-04-11,51.57,68.99,77.7,90.18
2019-04-12,51.92,69.21,78.26,90.63
2019-04-15,51.98,69.41,78.47,90.95
2019-04-16,52.06,69.55,78.54,90.82
2019-04-17,52.08,69.44,78.46,90.55
2019-04-18,51.87,69.41,78.0,90.22
2019-04-22,52.19,69.69,78.45,90.49
2019-04-23,51.98,69.76,78.22,90.33
2019-04-24,51.89,69.93,78.17,90.44
2019-04-25,52.06,70.24,78.22,90.58
2019-04-26,51.92,69.89,77.96,90.32
2019-04-29,51.89,69.83,77.99,90.25
2019-04-30,51.89,69.66,78.13,90.78
2019-05-01,51.84,69.55,78.12,90.93
2019-05-02,51.55,69.39,77.6,90.43
2019-05-03,51.47,69.11,77.31,90.64
2019-05-06,51.57,69.4,77.71,90.88
2019-05-07,51.65,69.61,77.83,90.87
2019-05-08,51.76,69.7,78.04,90.66
2019-05-09,52.03,70.15,78.7,91.29
2019-05-10,52.19,70.03,78.7,91.2
2019-05-13,52.47,70.6,79.37,91.67
2019-05-14,52.22,70.33,78.85,90.85
2019-05-15,52.25,70.28,78.71,90.35
2019-05-16,52.16,70.1,78.38,89.72
2019-05-17,52.16,70.26,78.45,89.48
2019-05-21,51.95,69.68,77.75,88.68
2019-05-22,51.98,69.7,77.79,88.26
2019-05-23,51.73,69.73,77.82,88.26
2019-05-24,51.63,69.42,77.77,88.14
2019-05-27,51.71,69.5,77.81,88.12
2019-05-28,51.63,69.58,77.76,88.14
2019-05-29,51.65,69.8,77.76,88.19
2019-05-30,51.73,69.84,77.76,88.1
2019-05-31,51.49,69.65,77.74,87.87
2019-06-03,51.36,69.18,77.61,87.46
2019-06-04,51.65,69.29,77.92,87.91
2019-06-05,51.76,69.36,78.03,88.16
2019-06-06,51.76,69.24,78.11,88.0
2019-06-07,52.25,69.4,78.63,88.44
2019-06-10,52.41,69.53,78.65,88.19
2019-06-11,52.27,69.41,78.59,88.27
2019-06-12,52.14,69.36,78.43,88.17
2019-06-13,52.19,69.54,78.43,88.22
2019-06-14,52.14,69.79,78.33,87.98
2019-06-17,52.11,69.86,78.46,87.79
2019-06-18,51.98,69.62,77.93,87.3
2019-06-19,52.22,69.68,78.16,87.98
2019-06-20,52.69,69.5,78.49,88.23
2019-06-21,52.69,69.61,78.93,88.41
2019-06-24,52.55,69.33,78.98,88.27
2019-06-25,52.6,69.3,78.87,88.09
2019-06-26,52.71,69.21,78.71,87.82
2019-06-27,52.66,69.04,78.48,87.57
2019-06-28,52.69,68.95,78.44,87.59
2019-07-02,52.55,68.91,77.86,86.91
2019-07-03,52.63,68.81,77.64,86.53
2019-07-04,52.47,68.52,77.3,86.19
2019-07-05,52.27,68.47,76.85,85.69
2019-07-08,52.41,68.56,76.89,85.79
2019-07-09,52.25,68.58,76.87,85.48
2019-07-10,52.25,68.4,76.95,85.53
2019-07-11,52.33,68.4,77.01,85.75
2019-07-12,52.63,68.62,77.26,86.16
2019-07-15,52.55,68.52,77.16,85.8
2019-07-16,52.63,68.69,77.03,85.28
2019-07-17,52.74,68.84,77.26,85.57
2019-07-18,52.69,68.86,77.34,86.03
2019-07-19,52.66,68.83,77.25,86.09
2019-07-22,52.6,68.93,77.31,86.02
2019-07-23,52.49,68.99,76.96,85.84
2019-07-24,52.49,68.96,76.84,86.14
2019-07-25,52.49,69.01,76.94,86.05
2019-07-26,52.25,68.87,76.64,85.38
2019-07-29,52.25,68.75,76.56,84.14
2019-07-30,52.27,68.83,76.75,83.73
2019-07-31,52.36,68.84,76.58,83.99
2019-08-01,52.25,69.05,76.39,83.77
2019-08-02,52.66,69.64,77.34,84.54
2019-08-06,53.53,70.95,79.4,86.29
2019-08-07,53.33,71.05,79.71,86.32
2019-08-08,53.22,70.55,79.02,85.62
2019-08-09,53.62,70.89,79.43,85.55
2019-08-12,53.85,71.27,79.91,86.1
2019-08-13,53.97,71.43,79.91,86.2
2019-08-14,53.56,71.3,79.5,86.0
2019-08-15,53.85,71.76,79.74,86.94
2019-08-16,53.56,71.16,78.9,86.48
2019-08-19,53.73,71.46,79.27,86.69
2019-08-20,53.73,71.59,79.4,86.94
2019-08-21,53.82,71.46,79.3,86.72
2019-08-22,54.11,71.93,79.73,88.06
2019-08-23,53.79,71.6,79.58,87.78
2019-08-26,54.23,72.01,80.01,88.05
2019-08-27,53.91,71.52,79.36,87.87
2019-08-28,53.97,71.78,79.54,87.72
2019-08-29,53.91,71.68,79.28,87.41
2019-08-30,53.73,71.44,78.61,86.97
2019-09-03,54.14,72.24,79.19,87.21
2019-09-04,54.29,72.0,79.38,87.84
2019-09-05,54.32,71.85,79.38,88.58
2019-09-06,54.41,71.68,79.12,88.19
2019-09-09,54.5,71.69,79.24,88.57
2019-09-10,54.67,71.91,79.4,88.84
2019-09-11,54.35,71.64,78.82,88.33
2019-09-12,53.79,71.03,78.42,87.64
2019-09-13,53.56,71.01,78.65,88.49
2019-09-16,54.02,71.57,78.8,88.96
2019-09-17,54.0,71.58,79.13,89.32
2019-09-18,53.62,71.16,78.65,88.79
2019-09-19,53.79,71.32,78.84,89.17
2019-09-20,53.5,71.03,78.23,88.67
2019-09-23,53.39,70.85,77.86,88.05
2019-09-24,53.53,70.93,78.07,88.53
2019-09-25,53.53,71.04,77.85,87.85
2019-09-26,53.5,70.95,77.6,87.58
2019-09-27,53.19,70.47,77.11,86.74
2019-09-30,53.39,70.7,77.08,86.97
2019-10-01,53.71,71.13,77.68,87.23
2019-10-02,53.53,71.17,77.92,87.52
2019-10-03,53.28,71.02,77.95,87.87
2019-10-04,53.22,70.87,77.8,87.29
2019-10-07,53.33,70.97,77.95,87.39
2019-10-08,53.45,71.21,78.05,86.96
2019-10-09,53.36,71.1,78.05,86.85
2019-10-10,53.42,71.01,78.23,87.65
2019-10-11,53.76,70.96,78.37,89.84
2019-10-15,54.11,71.49,78.79,90.96
2019-10-16,54.08,71.4,78.98,91.57
2019-10-17,54.11,71.12,79.1,91.36
2019-10-18,54.11,71.06,79.24,91.75
2019-10-21,54.11,70.87,79.04,92.0
2019-10-22,54.11,70.86,78.9,91.6
2019-10-23,54.11,70.81,78.76,91.26
2019-10-24,54.29,70.98,78.88,91.26
2019-10-25,54.2,70.81,78.5,90.8
2019-10-28,54.17,70.73,78.48,90.93
2019-10-29,54.2,70.87,78.7,91.2
2019-10-30,53.97,70.98,78.91,91.4
2019-10-31,53.94,70.98,79.13,91.88
2019-11-01,53.79,70.77,78.98,91.62
2019-11-04,53.82,70.76,78.86,91.29
2019-11-05,53.82,70.79,78.42,91.19
2019-11-06,53.85,70.97,78.6,91.31
2019-11-07,53.91,71.03,78.51,91.06
2019-11-08,53.94,71.32,78.62,91.24
2019-11-12,54.23,71.74,79.01,92.19
2019-11-13,54.44,72.12,79.37,92.6
2019-11-14,54.29,71.98,79.26,92.6
2019-11-15,54.14,71.64,79.14,92.41
2019-11-18,54.41,71.89,79.61,93.18
2019-11-19,54.23,71.78,79.53,92.82
2019-11-20,53.94,71.76,79.41,92.68
2019-11-21,54.0,71.73,79.39,92.68
2019-11-22,54.0,71.74,79.16,92.12
2019-11-25,53.88,71.7,78.94,92.43
2019-11-26,53.82,71.52,78.8,91.95
2019-11-27,53.71,71.31,78.45,91.92
2019-11-28,53.85,71.54,78.75,92.36
2019-11-29,53.97,71.72,78.97,92.67
2019-12-02,53.88,71.64,79.28,92.68
2019-12-03,53.94,71.75,79.51,93.26
2019-12-04,54.05,71.48,79.22,93.61
2019-12-05,54.08,71.25,79.08,93.7
2019-12-06,53.76,71.26,78.81,93.55
2019-12-09,53.68,71.04,78.63,93.44
2019-12-10,53.53,70.84,78.54,93.38
2019-12-11,53.59,70.74,78.52,93.24
2019-12-12,53.62,70.68,78.61,92.83
2019-12-13,53.68,70.76,78.79,94.39
2019-12-16,53.97,70.92,79.04,94.61
2019-12-17,53.97,71.02,79.21,93.29
2019-12-18,54.11,70.99,78.93,92.85
2019-12-19,54.2,71.12,79.1,92.67
2019-12-20,54.02,71.12,78.79,92.67
2019-12-23,54.14,71.25,79.0,92.13
2019-12-24,54.17,71.27,79.0,92.34
2019-12-27,54.64,71.46,79.84,93.57
2019-12-30,54.62,71.32,79.91,93.62
2019-12-31,54.95,71.36,80.13,94.36
2020-01-02,54.91,71.35,79.74,93.82
2020-01-03,55.25,71.76,80.09,93.88
2020-01-06,55.43,71.9,80.46,94.59
2020-01-07,55.25,71.87,80.12,94.31
2020-01-08,54.91,71.53,79.52,93.76
2020-01-09,54.44,71.2,79.07,92.95
2020-01-10,54.35,70.93,78.83,92.65
2020-01-13,54.23,70.76,78.79,91.91
2020-01-14,54.23,70.84,78.8,92.16
2020-01-15,54.2,70.73,78.88,92.12
2020-01-16,54.41,70.97,79.06,92.71
2020-01-17,54.41,71.07,78.85,92.58
2020-01-20,54.41,71.02,78.73,92.32
2020-01-21,54.47,71.17,78.99,92.91
2020-01-22,54.2,71.09,78.81,93.36
2020-01-23,54.32,71.39,78.94,93.61
2020-01-24,54.26,71.3,78.64,93.27
2020-01-27,54.2,71.45,78.73,93.28
2020-01-28,54.05,71.24,78.43,92.61
2020-01-29,54.05,71.33,78.49,92.79
2020-01-30,54.14,71.56,78.93,93.68
2020-01-31,54.05,71.53,79.21,94.24
2020-02-03,53.73,71.33,78.89,92.82
2020-02-04,53.59,71.16,78.57,92.72
2020-02-05,53.56,71.18,78.32,92.51
2020-02-06,53.56,71.18,78.18,92.12
2020-02-07,53.73,71.49,78.31,92.33
2020-02-10,53.53,71.3,77.88,92.15
2020-02-11,53.62,71.27,77.8,92.31
2020-02-12,53.79,71.3,77.63,92.45
2020-02-13,53.76,71.27,77.3,92.99
2020-02-14,53.97,71.5,77.54,93.17
2020-02-18,53.97,71.55,77.31,93.11
2020-02-19,54.08,71.56,77.24,92.59
2020-02-20,54.08,71.68,77.4,92.3
2020-02-21,54.38,71.91,77.98,93.19
2020-02-24,54.17,71.93,78.04,92.95
2020-02-25,54.02,71.75,77.96,93.25
2020-02-26,53.79,71.58,77.87,92.47
2020-02-27,53.65,71.68,78.71,92.36
2020-02-28,54.0,72.51,79.73,92.82
2020-03-02,54.53,72.82,81.19,93.07
2020-03-03,54.76,73.18,81.66,93.71
2020-03-04,54.82,73.42,81.7,94.25
2020-03-05,54.79,73.51,82.31,95.06
2020-03-06,55.13,73.99,83.72,96.28
2020-03-09,54.56,74.18,84.88,97.3
2020-03-10,54.0,74.14,84.08,96.12
2020-03-11,53.62,73.7,83.28,95.01
2020-03-12,53.82,74.38,83.1,93.79
2020-03-13,53.11,73.82,81.94,91.66
2020-03-16,53.05,74.08,82.62,90.84
2020-03-17,52.33,74.18,81.5,89.57
2020-03-18,51.36,74.45,81.01,87.27
2020-03-19,51.65,74.87,80.35,87.01
2020-03-20,52.55,75.31,80.54,88.33
2020-03-23,52.69,76.3,82.11,88.16
2020-03-24,52.6,76.23,82.24,89.52
2020-03-25,53.39,76.36,82.73,90.14
2020-03-26,53.28,75.0,82.51,90.62
2020-03-27,53.65,75.41,83.29,93.1
2020-03-30,53.28,75.42,83.18,93.49
2020-03-31,53.14,75.38,82.81,93.54
2020-04-01,53.53,76.11,83.18,94.34
2020-04-02,53.88,76.4,82.95,94.62
2020-04-03,53.91,76.24,82.3,93.43
2020-04-06,53.85,76.07,82.13,93.5
2020-04-07,54.08,75.64,82.45,93.36
2020-04-08,54.2,76.06,82.68,94.25
2020-04-09,54.56,76.3,83.34,95.03
2020-04-13,54.7,76.24,83.2,95.37
2020-04-14,54.73,76.1,83.49,95.92
2020-04-15,54.35,76.55,83.48,95.78
2020-04-16,54.38,76.79,83.37,95.69
2020-04-17,54.53,76.54,83.22,95.63
2020-04-20,54.35,76.55,83.2,95.32
2020-04-21,54.17,76.94,83.49,94.53
2020-04-22,54.02,76.47,82.85,94.27
2020-04-23,54.0,75.93,81.99,93.83
2020-04-24,54.11,76.24,82.33,94.12
2020-04-27,54.23,76.21,82.58,94.64
2020-04-28,54.35,75.97,82.39,94.57
2020-04-29,54.23,75.5,81.98,93.9
2020-04-30,53.97,75.07,81.95,94.31
2020-05-01,53.85,75.75,83.21,94.79
2020-05-04,53.71,75.64,82.55,94.04
2020-05-05,53.97,75.73,82.16,94.29
2020-05-06,53.82,76.02,82.15,93.96
2020-05-07,54.08,75.8,81.89,93.51
2020-05-08,54.23,75.56,81.94,93.77
2020-05-11,54.14,75.86,82.06,93.57
2020-05-12,53.59,75.11,81.57,92.46
2020-05-13,53.53,75.34,81.66,92.28
2020-05-14,53.62,75.55,81.53,92.15
2020-05-15,53.79,75.82,82.02,92.01
2020-05-19,54.47,75.67,82.77,92.73
2020-05-20,54.38,75.54,82.95,92.54
2020-05-21,54.23,75.57,82.87,92.42
2020-05-22,54.2,75.96,82.78,92.5
2020-05-25,54.26,75.88,82.69,92.51
2020-05-26,54.67,75.47,82.85,93.13
2020-05-27,55.04,75.84,83.35,92.91
2020-05-28,54.98,75.67,83.69,93.19
2020-05-29,54.82,75.59,83.96,93.22
2020-06-01,55.43,75.55,84.05,94.11
2020-06-02,55.56,75.08,83.89,94.19
2020-06-03,55.8,75.36,84.6,94.84
2020-06-04,55.87,75.46,85.36,94.99
2020-06-05,56.31,75.61,85.44,95.9
2020-06-08,56.4,75.48,85.28,95.83
2020-06-09,56.24,75.49,85.58,96.02
2020-06-10,56.47,75.61,85.97,96.52
2020-06-11,56.02,75.93,86.18,95.9
2020-06-12,55.9,76.0,85.57,95.27
2020-06-15,55.87,76.0,85.74,95.48
2020-06-16,56.21,76.21,85.89,96.03
2020-06-17,56.24,76.24,85.62,95.62
2020-06-18,56.18,76.34,85.61,94.88
2020-06-19,56.09,76.2,85.37,94.26
2020-06-22,55.99,75.84,85.31,94.38
2020-06-23,55.87,75.51,85.49,94.48
2020-06-24,55.65,75.63,85.23,94.15
2020-06-25,55.4,75.6,84.81,93.84
2020-06-26,55.31,75.64,84.87,93.41
2020-06-29,55.19,75.51,84.93,92.8
2020-06-30,55.43,75.54,84.84,93.3
2020-07-02,55.04,74.77,84.09,93.3
2020-07-03,55.04,74.66,83.91,93.07
2020-07-06,55.1,74.62,84.44,93.25
2020-07-07,55.07,74.8,84.45,93.93
2020-07-08,55.37,74.96,84.89,94.37
2020-07-09,55.4,75.1,84.92,94.84
2020-07-10,55.31,75.19,84.99,94.98
2020-07-13,55.4,75.16,85.36,94.73
2020-07-14,55.37,75.39,85.9,94.53
2020-07-15,55.52,75.15,85.8,94.7
2020-07-16,55.49,75.16,85.74,94.51
2020-07-17,55.22,74.95,85.7,94.05
2020-07-20,55.22,74.78,85.52,94.57
2020-07-21,55.46,74.58,85.7,94.96
2020-07-22,55.56,74.56,86.33,94.88
2020-07-23,55.87,74.82,86.74,95.22
2020-07-24,55.71,74.77,86.95,95.56
2020-07-27,55.9,74.78,87.89,96.25
2020-07-28,55.99,74.88,87.81,96.8
2020-07-29,56.05,74.89,88.12,97.2
2020-07-30,55.74,74.87,88.36,97.75
2020-07-31,55.87,74.88,88.44,98.27
2020-08-04,56.15,75.08,88.33,97.93
2020-08-05,56.4,74.8,88.84,98.23
2020-08-06,56.34,74.88,88.81,98.48
2020-08-07,56.09,75.03,88.42,97.92
2020-08-10,56.09,74.9,88.06,97.94
2020-08-11,56.15,74.63,87.82,97.68
2020-08-12,56.4,74.75,88.13,97.45
2020-08-13,56.63,74.84,88.49,97.9
2020-08-14,56.53,74.9,88.63,98.15
2020-08-17,56.59,74.74,88.69,97.9
2020-08-18,56.66,74.62,89.05,98.69
2020-08-19,56.82,74.84,89.02,98.57
2020-08-20,56.88,75.06,88.92,98.82
2020-08-21,56.75,74.94,88.26,98.1
2020-08-24,56.15,74.15,87.59,97.0
2020-08-25,56.27,74.25,87.78,97.53
2020-08-26,56.43,74.24,87.72,97.91
2020-08-27,56.31,73.92,87.34,97.61
2020-08-28,55.87,73.17,87.02,97.48
2020-08-31,56.18,73.27,87.49,97.88
2020-09-01,55.9,72.97,87.15,97.89
2020-09-02,56.05,73.25,86.72,97.58
2020-09-03,55.93,73.39,86.9,97.4
2020-09-04,55.96,73.25,86.61,96.98
2020-09-08,55.96,73.82,87.03,96.14
2020-09-09,55.71,73.39,86.64,95.32
2020-09-10,55.77,73.41,87.1,94.46
2020-09-11,55.71,73.46,86.97,94.01
2020-09-14,55.74,73.44,87.19,94.54
2020-09-15,55.87,73.61,87.27,94.84
2020-09-16,55.83,73.52,87.01,95.42
2020-09-17,55.77,73.62,87.02,95.22
2020-09-18,55.77,73.54,87.16,95.21
2020-09-21,55.37,73.6,86.51,94.27
2020-09-22,55.22,73.5,86.13,93.7
2020-09-23,55.07,73.56,85.9,93.72
2020-09-24,55.28,73.93,86.19,94.23
2020-09-25,55.01,73.69,85.67,93.72
2020-09-28,55.16,73.79,86.06,94.86
2020-09-29,55.1,73.78,86.53,94.84
2020-09-30,55.16,73.57,86.22,94.86
2020-10-01,55.07,73.19,85.97,94.4
2020-10-02,55.1,73.33,85.91,94.84
2020-10-05,55.1,73.11,86.12,94.85
2020-10-06,55.31,73.41,86.49,95.03
2020-10-07,55.22,73.3,86.27,94.58
2020-10-08,55.46,73.32,86.17,94.8
2020-10-09,55.59,73.02,86.29,94.95
2020-10-13,55.9,73.41,86.26,95.19
2020-10-14,55.74,73.24,86.1,95.42
2020-10-15,55.52,73.46,85.95,94.86
2020-10-16,55.65,73.41,86.06,94.85
2020-10-19,55.68,73.3,86.36,95.17
2020-10-20,55.93,73.48,86.89,95.11
2020-10-21,56.12,73.64,87.38,96.75
2020-10-22,56.05,73.67,87.1,96.43
2020-10-23,56.18,73.82,87.46,96.3
2020-10-26,56.05,74.0,87.43,96.35
2020-10-27,55.93,73.62,87.07,96.11
2020-10-28,55.74,74.15,87.06,96.22
2020-10-29,55.74,74.41,86.88,96.15
2020-10-30,55.99,74.57,86.97,96.61
2020-11-02,56.21,74.52,86.68,96.18
2020-11-03,56.72,74.56,87.33,97.17
2020-11-04,56.63,74.39,87.15,96.66
2020-11-05,56.66,73.94,87.41,96.89
2020-11-06,56.75,74.0,87.91,97.3
2020-11-09,57.01,73.95,87.55,97.28
2020-11-10,57.08,74.3,87.79,98.41
2020-11-12,56.88,74.65,88.12,98.04
2020-11-13,56.75,74.61,88.24,98.3
2020-11-16,56.88,74.43,88.11,98.17
2020-11-17,56.85,74.44,88.35,98.65
2020-11-18,56.75,74.14,87.97,98.5
2020-11-19,56.69,74.17,87.86,98.16
2020-11-20,56.72,74.14,87.94,98.47
2020-11-23,56.72,74.2,87.92,98.91
2020-11-24,56.85,74.09,87.96,98.85
2020-11-25,56.75,73.8,87.89,98.67
2020-11-26,56.72,73.81,87.88,98.5
2020-11-27,57.01,74.03,88.46,98.62
2020-11-30,57.08,74.0,88.52,98.78
2020-12-01,56.79,73.55,88.46,98.5
2020-12-02,57.01,73.74,89.14,98.38
2020-12-03,57.31,73.81,89.68,99.43
2020-12-04,57.64,73.78,89.61,99.42
2020-12-07,57.7,73.87,89.61,98.56
2020-12-08,57.54,73.69,89.26,98.38
2020-12-09,57.57,73.71,89.07,98.78
2020-12-10,57.9,73.73,89.42,98.0
2020-12-11,57.77,73.77,89.38,97.44
2020-12-14,57.7,73.61,89.45,98.25
2020-12-15,57.84,73.58,89.42,98.68
2020-12-16,57.74,73.63,89.68,99.37
2020-12-17,57.84,73.56,90.16,100.01
2020-12-18,57.57,73.55,90.03,99.3
2020-12-21,57.6,74.01,90.48,98.89
2020-12-22,57.21,73.84,89.99,98.67
2020-12-23,57.37,73.76,89.9,99.53
2020-12-24,57.31,73.55,89.65,99.78
2020-12-29,57.31,73.39,89.9,99.05
2020-12-30,57.27,73.13,89.87,99.5
2020-12-31,57.34,73.0,89.5,99.66
2021-01-04,57.31,73.07,89.63,99.23
2021-01-05,57.57,73.15,89.87,99.56
2021-01-06,57.67,73.15,90.05,99.46
2021-01-07,57.77,73.41,90.06,99.6
2021-01-08,57.7,73.31,89.7,99.54
2021-01-11,57.47,73.49,89.36,99.24
2021-01-12,57.47,73.25,89.16,99.81
2021-01-13,57.54,73.13,88.95,99.78
2021-01-14,57.77,73.1,88.76,99.92
2021-01-15,57.47,73.14,88.47,99.45
2021-01-18,57.37,73.22,88.4,99.37
2021-01-19,57.47,73.19,88.75,99.69
2021-01-20,57.64,72.95,88.29,99.57
2021-01-21,57.8,72.99,88.71,100.14
2021-01-22,57.41,73.0,88.83,99.79
2021-01-25,57.27,72.96,88.56,99.73
2021-01-26,57.41,72.92,88.67,100.09
2021-01-27,57.18,73.04,88.39,100.05
2021-01-28,56.95,72.95,88.47,100.07
2021-01-29,57.01,72.86,88.44,99.97
2021-02-01,57.05,73.15,88.35,100.05
2021-02-02,56.92,72.95,87.74,99.56
2021-02-03,56.98,72.84,87.57,99.4
2021-02-04,56.88,72.97,87.36,99.73
2021-02-05,57.01,72.84,87.63,99.97
2021-02-08,57.18,72.92,87.84,100.11
2021-02-09,57.31,72.89,88.22,100.54
2021-02-10,57.41,72.84,88.36,100.85
2021-02-11,57.31,72.7,88.21,100.46
2021-02-12,57.11,72.59,87.93,100.46
2021-02-16,57.44,72.85,88.24,101.29
2021-02-17,57.31,72.85,87.71,100.93
2021-02-18,57.21,72.63,87.75,101.41
2021-02-19,57.47,72.49,87.89,101.61
2021-02-22,57.47,72.49,88.1,101.93
2021-02-23,57.5,72.47,88.05,102.15
2021-02-24,57.7,72.41,87.91,102.18
2021-02-25,58.04,72.72,88.79,102.5
2021-02-26,58.28,73.92,89.44,103.1
2021-03-01,58.0,73.44,88.47,102.29
2021-03-02,58.07,73.32,88.47,102.27
2021-03-03,57.7,72.89,87.94,101.77
2021-03-04,57.57,72.75,87.39,101.46
2021-03-05,57.77,73.18,87.22,101.21
2021-03-08,57.94,73.35,87.0,101.45
2021-03-09,57.7,72.91,86.72,101.3
2021-03-10,57.6,72.79,86.69,101.25
2021-03-11,57.87,72.69,87.0,101.57
2021-03-12,58.21,72.72,86.84,101.12
2021-03-15,58.14,72.56,86.53,100.83
2021-03-16,58.24,72.54,86.38,100.75
2021-03-17,58.24,72.6,86.53,100.9
2021-03-18,58.31,72.64,86.61,101.2
2021-03-19,57.94,72.46,86.21,100.49
2021-03-22,57.84,72.37,86.35,100.25
2021-03-23,57.7,72.49,86.02,99.87
2021-03-24,57.8,72.61,85.87,99.55
2021-03-25,57.64,72.66,85.64,99.73
2021-03-26,57.74,72.63,85.63,100.14
2021-03-29,57.77,72.76,85.67,100.33
2021-03-30,58.14,73.44,86.09,100.8
2021-03-31,58.17,73.15,85.86,100.86
2021-04-01,58.38,73.35,86.29,101.37
2021-04-05,58.55,73.33,86.55,101.9
2021-04-06,58.51,73.49,87.06,101.67
2021-04-07,58.96,74.39,88.41,102.32
2021-04-08,59.28,74.56,88.78,102.5
2021-04-09,59.59,74.76,88.92,102.6
2021-04-12,59.77,75.03,89.37,103.15
2021-04-13,59.99,75.31,89.89,103.48
2021-04-14,59.92,75.09,89.9,103.49
2021-04-15,59.74,74.85,89.59,103.19
2021-04-16,59.56,74.47,89.21,102.91
2021-04-19,59.81,74.87,90.09,104.63
2021-04-20,59.95,75.37,90.73,105.13
2021-04-21,60.24,75.44,90.7,105.05
2021-04-22,60.06,75.08,90.23,103.95
2021-04-23,60.02,74.96,90.52,103.94
2021-04-26,60.24,74.77,90.34,103.86
2021-04-27,60.13,74.58,90.11,103.72
2021-04-28,60.28,74.48,90.06,103.59
2021-04-29,60.28,74.09,89.8,103.35
2021-04-30,60.24,74.01,89.14,102.43
2021-05-03,60.17,73.88,89.1,102.74
2021-05-04,59.95,73.83,88.75,102.45
2021-05-05,60.17,73.84,88.6,102.68
2021-05-06,60.39,73.67,88.82,102.32
2021-05-07,60.31,73.32,89.03,102.44
2021-05-10,60.68,73.39,89.24,103.74
2021-05-11,60.68,73.4,89.26,103.85
2021-05-12,60.75,73.49,88.82,103.52
2021-05-13,60.5,73.5,88.79,103.19
2021-05-14,60.5,73.25,88.91,103.24
2021-05-17,60.68,73.31,89.08,103.53
2021-05-18,60.61,73.04,89.24,103.68
2021-05-19,60.5,73.2,89.35,103.56
2021-05-20,60.53,73.06,89.25,103.5
2021-05-21,60.39,72.83,88.73,103.18
2021-05-25,60.35,72.76,89.12,102.9
2021-05-26,60.06,72.73,88.79,102.77
2021-05-27,60.13,72.6,88.53,102.97
2021-05-28,59.95,72.46,88.27,102.73
2021-05-31,60.06,72.5,88.58,102.92
2021-06-01,60.5,72.84,89.1,103.19
2021-06-02,60.57,73.0,89.09,103.43
2021-06-03,60.31,73.0,88.59,103.02
2021-06-04,60.31,72.88,88.66,103.28
2021-06-07,60.31,72.82,88.74,103.24
2021-06-08,60.28,72.92,88.81,103.17
2021-06-09,60.31,72.95,88.91,103.06
2021-06-10,60.42,73.08,88.96,103.44
2021-06-11,60.28,73.22,88.66,103.37
2021-06-14,60.28,73.19,88.72,103.29
2021-06-15,60.17,73.33,88.89,103.24
2021-06-16,60.13,73.31,88.68,103.27
2021-06-17,60.1,74.16,88.41,103.31
2021-06-18,59.67,74.1,87.98,102.47
2021-06-21,59.92,74.16,88.32,103.18
2021-06-22,60.17,74.34,88.6,103.51
2021-06-23,60.35,74.15,88.56,103.62
2021-06-24,60.2,74.15,88.49,103.2
2021-06-25,60.31,74.15,88.57,103.06
2021-06-28,60.24,74.31,88.61,103.22
